Unnamed: 0.1,Unnamed: 0,timestamp,id,x,y,datetime
625,625,1706538477,6,14.99669032,22.30240246,2024-01-29 14:27
626,626,1706538478,7,17.92101268,15.62242444,2024-01-29 14:27
627,627,1706538479,3,13.33459324,29.99622028,2024-01-29 14:27
628,628,1706538480,6,14.99750987,20.00248816,2024-01-29 14:28
629,629,1706538481,2,,,2024-01-29 14:28
630,630,1706538482,6,57.08979471,29.98942779,2024-01-29 14:28
631,631,1706538483,7,16.24789622,18.12605189,2024-01-29 14:28
632,632,1706538485,6,14.99094767,22.81094186,2024-01-29 14:28
633,633,1706538487,6,21.57481592,18.41361194,2024-01-29 14:28
634,634,1706538488,7,30.16592114,29.99909691,2024-01-29 14:28
635,635,1706538489,7,11.2577801,30.37639993,2024-01-29 14:28
636,636,1706538491,3,14.95031547,22.78236121,2024-01-29 14:28
637,637,1706538493,6,,,2024-01-29 14:28
638,638,1706538494,3,5.831198508,29.99843256,2024-01-29 14:28
639,639,1706538496,6,,,2024-01-29 14:28
640,640,1706538497,2,23.41132697,17.3773578,2024-01-29 14:28
641,641,1706538498,7,17.49985434,27.4982684,2024-01-29 14:28
642,642,1706538499,3,,,2024-01-29 14:28
643,643,1706538500,6,17.89229225,15.64328081,2024-01-29 14:28
644,644,1706538501,2,24.83333333,25,2024-01-29 14:28
645,645,1706538503,10,28.12663426,19.87861123,2024-01-29 14:28
646,646,1706538505,7,30.62331987,30.29566421,2024-01-29 14:28
647,647,1706538507,10,,,2024-01-29 14:28
648,648,1706538509,10,,,2024-01-29 14:28
649,649,1706538510,2,11.24454137,20.61769777,2024-01-29 14:28
650,650,1706538511,3,30.10946433,30.11777788,2024-01-29 14:28
651,651,1706538513,7,,,2024-01-29 14:28
652,652,1706538514,3,4.999515397,30.99837016,2024-01-29 14:28
653,653,1706538515,10,18.19090009,15.42320577,2024-01-29 14:28
654,654,1706538517,6,,,2024-01-29 14:28
655,655,1706538518,7,11.24655584,21.87282031,2024-01-29 14:28
656,656,1706538519,2,24.15949562,30.00122432,2024-01-29 14:28
657,657,1706538520,10,23.41132697,17.3773578,2024-01-29 14:28
658,658,1706538521,3,,,2024-01-29 14:28
659,659,1706538522,7,,,2024-01-29 14:28
660,660,1706538523,3,10.74785843,29.93512672,2024-01-29 14:28
661,661,1706538524,10,5.836874456,25.00488568,2024-01-29 14:28
662,662,1706538526,7,0.245984456,29.99504332,2024-01-29 14:28
663,663,1706538527,10,8.979010135,30.0076364,2024-01-29 14:28
664,664,1706538528,6,,,2024-01-29 14:28
665,665,1706538529,6,11.0921367,30.88820506,2024-01-29 14:28
666,666,1706538530,3,,,2024-01-29 14:28
667,667,1706538531,10,0.303810613,28.55183644,2024-01-29 14:28
668,668,1706538533,3,,,2024-01-29 14:28
669,669,1706538534,2,,,2024-01-29 14:28
670,670,1706538535,6,5.710513901,29.98976507,2024-01-29 14:28
671,671,1706538536,10,15.26276995,24.17424957,2024-01-29 14:28
672,672,1706538537,6,11.28367099,10.68021997,2024-01-29 14:28
673,673,1706538538,10,16.6642497,20.00540569,2024-01-29 14:28
674,674,1706538539,3,28.72676646,30.43459581,2024-01-29 14:28
675,675,1706538540,6,12.02761312,20.03132403,2024-01-29 14:29
676,676,1706538541,7,,,2024-01-29 14:29
677,677,1706538542,2,9.997415158,20.00732853,2024-01-29 14:29
678,678,1706538543,3,3.927108652,29.89641029,2024-01-29 14:29
679,679,1706538544,6,15.81611253,30,2024-01-29 14:29
680,680,1706538545,10,1.699901204,30.95639816,2024-01-29 14:29
681,681,1706538546,2,8.996109626,30.00583556,2024-01-29 14:29
682,682,1706538547,10,29.72638488,30.11544725,2024-01-29 14:29
683,683,1706538549,10,11.25433594,21.87107921,2024-01-29 14:29
684,684,1706538550,2,,,2024-01-29 14:29
685,685,1706538551,6,30.10001393,30.09386322,2024-01-29 14:29
686,686,1706538552,6,,,2024-01-29 14:29
687,687,1706538553,10,21.57407407,25.27777778,2024-01-29 14:29
688,688,1706538554,3,11.24782688,12.813255,2024-01-29 14:29
689,689,1706538555,7,22.18009727,26.54354377,2024-01-29 14:29
690,690,1706538556,2,30.90186486,24.96700978,2024-01-29 14:29
691,691,1706538557,10,17.50802524,29.49398107,2024-01-29 14:29
692,692,1706538559,2,17.52678539,28.51770812,2024-01-29 14:29
693,693,1706538560,6,,,2024-01-29 14:29
694,694,1706538561,10,,,2024-01-29 14:29
695,695,1706538562,10,12.08486506,30.01161493,2024-01-29 14:29
696,696,1706538563,3,,,2024-01-29 14:29
697,697,1706538564,7,9.85736989,25.00841775,2024-01-29 14:29
698,698,1706538566,10,,,2024-01-29 14:29
699,699,1706538568,3,,,2024-01-29 14:29
700,700,1706538570,7,18.19402378,15.41500419,2024-01-29 14:29
701,701,1706538571,10,11.23045727,21.377452,2024-01-29 14:29
702,702,1706538572,7,11.25979457,10.64827964,2024-01-29 14:29
703,703,1706538573,10,2.49372319,28.99631832,2024-01-29 14:29
704,704,1706538574,2,17.47182879,29.50136428,2024-01-29 14:29
705,705,1706538575,10,21.60266446,18.3990151,2024-01-29 14:29
706,706,1706538577,10,3.887914192,29.09120312,2024-01-29 14:29
707,707,1706538579,10,14.98772772,45.03681685,2024-01-29 14:29
708,708,1706538581,6,16.24626481,18.12686759,2024-01-29 14:29
709,709,1706538582,6,15.74908922,30.97416879,2024-01-29 14:29
710,710,1706538583,10,17.91932909,15.62699682,2024-01-29 14:29
711,711,1706538584,10,15.27596255,15.82788764,2024-01-29 14:29
712,712,1706538585,6,11.31872004,29.96086963,2024-01-29 14:29
713,713,1706538586,7,5.028597482,25.955,2024-01-29 14:29
714,714,1706538587,2,12.09720898,19.98127972,2024-01-29 14:29
715,715,1706538588,10,20.83858885,24.98996845,2024-01-29 14:29
716,716,1706538589,2,30.15696657,29.99470134,2024-01-29 14:29
717,717,1706538590,10,,,2024-01-29 14:29
718,718,1706538591,6,15.30687474,24.318426,2024-01-29 14:29
719,719,1706538592,10,11.25344416,29.37603813,2024-01-29 14:29
720,720,1706538594,3,,,2024-01-29 14:29
721,721,1706538595,3,11.25,21.40997634,2024-01-29 14:29
722,722,1706538596,10,10.00847732,29.98105655,2024-01-29 14:29
723,723,1706538598,6,11.25217312,10.63058266,2024-01-29 14:29
724,724,1706538599,7,26.06950136,26.06705272,2024-01-29 14:29
725,725,1706538600,2,10.40952915,28.75296041,2024-01-29 14:30
